Title,DetailType,PlayTime,StartHour,EndHour,DayNightType,PlayTimeSummary,condition1,condition2
"구미 청춘, 금오천 벚꽃 페스티벌",꽃 축제,09:00 ~ 22:00,9,22,낮 중심,"운영시간 9:00~22:00 (총 13시간, 낮 9h, 밤 4h) → 낮과 밤 모두 운영",봄,"낮,밤"
구미라면 축제,음식/요리 축제,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영",가을,"낮,밤"
국가유산 미디어아트,미디어 아트,19:00~22:00,19,22,밤 중심,"운영시간 19:00~22:00 (총 3시간, 낮 0h, 밤 4h) → 밤 중심",가을,밤
국가유산 미디어아트 부여 정림사지,미디어 아트,19:00~22:00,19,22,밤 중심,"운영시간 19:00~22:00 (총 3시간, 낮 0h, 밤 4h) → 밤 중심","봄,가을",밤
국립농업박물관 문화제,농촌 체험,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,여름,가을",낮
국립농업박물관 어린이날 행사,자연 학습,10:00~18:00 (입장 마감 17:00),10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",봄,낮
국립충주기상과학관 어린이 날 기상과학 놀이마당,과학 체험,10:00~17:30,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심",봄,낮
국제해양영화제 (KIOFF),영화/영상 축제,10:00 ~ 22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영","여름, 바다","낮,밤"
국토정중앙 달맞이축제,전통 의례/행사,13:00~20:00,13,20,낮 중심,"운영시간 13:00~20:00 (총 7시간, 낮 5h, 밤 2h) → 낮과 밤 모두 운영",가을,"낮,밤"
국토정중앙 청춘양구 배꼽축제,시민 참여,09:00~22:00,9,22,낮 중심,"운영시간 9:00~22:00 (총 13시간, 낮 9h, 밤 4h) → 낮과 밤 모두 운영",여름,"낮,밤"
군산 수제맥주&블루스 페스티벌,맥주/와인 축제,12:00~22:00,12,22,낮 중심,"운영시간 12:00~22:00 (총 10시간, 낮 6h, 밤 4h) → 낮과 밤 모두 운영","여름,가을","낮,밤"
군산짬뽕페스티벌,음식/요리 축제,11:30~21:30,11,21,낮 중심,"운영시간 11:00~21:00 (총 10시간, 낮 7h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
군위 사랑과 나눔 문화축전,커뮤니티 행사,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
군포 철쭉축제,꽃 축제,10:00~19:00,10,19,낮 중심,"운영시간 10:00~19:00 (총 9시간, 낮 8h, 밤 1h) → 낮 중심",봄,"낮,밤"
굿즈이즈굿V.2,디자인/공예,3/6(목) ~ 8(토): 10:00 ~ 18:00 3/9(일): 10:00 ~ 17:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
궁궐 일상모습 재현 및 체험,역사 재현,nan,,,정보 없음,정보 부족,"봄,가을","낮,밤"
궁중문화축전,문화재 야행,"축전 기간 중 휴궁일 없이 운영(궁별, 계절별 운영 시간 상이)",,,정보 없음,정보 부족,"봄,가을",밤
귀어귀촌 어촌관광 한마당,커뮤니티 행사,11:00~20:00,11,20,낮 중심,"운영시간 11:00~20:00 (총 9시간, 낮 7h, 밤 2h) → 낮과 밤 모두 운영","바다,여름","낮,밤"
그루브 인 관악,무용/퍼포먼스,12:00~21:00,12,21,낮 중심,"운영시간 12:00~21:00 (총 9시간, 낮 6h, 밤 3h) → 낮과 밤 모두 운영",여름,"낮,밤"
근대역사문화축제,역사 재현,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
"근현대사 추리여행, '사라진 열쇠를 찾아라'",유적 탐방,코스별 2~3시간이 소요- A코스(만남의광장 방면): 16시 종료- B코스(근현대사기념관 방면): 18시 종료※ 소요시간을 참고하여 늦지 않게 시작하시기 바랍니다.,,,정보 없음,정보 부족,"봄,가을","낮,밤"
글로벌 영도커피페스티벌,커피/차 축제,"(금,토)12:00~20:00 / (일) 12:00~18:00",12,20,낮 중심,"운영시간 12:00~20:00 (총 8시간, 낮 6h, 밤 2h) → 낮과 밤 모두 운영",가을,"낮,밤"
글로벌 콘텐츠 페스티벌 in 순천,복합 문화 예술,11:00~21:00,11,21,낮 중심,"운영시간 11:00~21:00 (총 10시간, 낮 7h, 밤 3h) → 낮과 밤 모두 운영",가을,"낮,밤"
글로컬 문화 in 남산 페스티벌,커뮤니티 행사,15:00~22:00,15,22,낮·밤 혼합,"운영시간 15:00~22:00 (총 7시간, 낮 3h, 밤 4h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
금능원담축제,지역 고유 전통,16:00~22:00 (일요일 14:00~22:00),16,22,밤 중심,"운영시간 16:00~22:00 (총 6시간, 낮 2h, 밤 4h) → 낮과 밤 모두 운영","여름, 해변","낮,밤"
금빛서동 - 누가 무왕이 될 것인가,전통 문화 체험,12:30~18:30,12,18,낮 중심,"운영시간 12:00~18:00 (총 6시간, 낮 6h, 밤 0h) → 낮 중심","봄,가을",낮
금산 보곡산골 산벚꽃 축제,꽃 축제,10:00~16:00,10,16,낮 중심,"운영시간 10:00~16:00 (총 6시간, 낮 6h, 밤 0h) → 낮 중심",봄,낮
금산 삼계탕축제,음식/요리 축제,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영",여름,"낮,밤"
금산세계인삼축제,농산물 축제,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영",가을,"낮,밤"
금정산성축제,문화재 야행,10:00~19:00,10,19,낮 중심,"운영시간 10:00~19:00 (총 9시간, 낮 8h, 밤 1h) → 낮 중심","봄,가을","낮,밤"
금천GC페스타,기타 도시 축제,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
금천청년축제,커뮤니티 행사,14:00~20:00,14,20,낮 중심,"운영시간 14:00~20:00 (총 6시간, 낮 4h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
금천패션영화제,영화/영상 축제,11:00~20:00,11,20,낮 중심,"운영시간 11:00~20:00 (총 9시간, 낮 7h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
금호강 바람소리길 축제,시민 참여,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영","봄,가을,강변","낮,밤"
기장 붕장어 축제 with 해산물,수산물 축제,10:00 ~ 20:00,10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영","여름, 해안가","낮,밤"
기장군반려동물문화축제,커뮤니티 행사,10:00-18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
기장임랑썸머뮤직페스티벌,음악 축제,14:00~21:00,14,21,낮·밤 혼합,"운영시간 14:00~21:00 (총 7시간, 낮 4h, 밤 3h) → 낮과 밤 모두 운영","여름, 해변","낮,밤"
기지시줄다리기 축제,민속놀이,09:00~22:00,9,22,낮 중심,"운영시간 9:00~22:00 (총 13시간, 낮 9h, 밤 4h) → 낮과 밤 모두 운영",봄,"낮,밤"
김대건 신부 탄생 200주년 기념행사 2021,기독교 문화,09:00~20:00,9,20,낮 중심,"운영시간 9:00~20:00 (총 11시간, 낮 9h, 밤 2h) → 낮과 밤 모두 운영",가을,"낮,밤"
김제 꽃빛드리 축제,시민 참여,10:00 ~ 20:00,10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
김제지평선축제,농촌 체험,09:00 ~ 21:00,9,21,낮 중심,"운영시간 9:00~21:00 (총 12시간, 낮 9h, 밤 3h) → 낮과 밤 모두 운영","가을, 농촌","낮,밤"
김포 벚꽃축제,꽃 축제,10:00 ~ 23:00,10,23,낮 중심,"운영시간 10:00~23:00 (총 13시간, 낮 8h, 밤 5h) → 낮과 밤 모두 운영",봄,"낮,밤"
김포 불꽃크루즈,불꽃/빛 축제,매주 토요일 18시 출항(일몰시간에 따라 출항시간 변동),,,정보 없음,정보 부족,"봄, 가을, 강가",밤
김포 해병대 문화축제,기타 도시 축제,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
김해분청도자기축제,도예/목공예,"10:00~18:00 (금,토 10:00~20:00)",10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을,자연환경",낮
김홍도문화제,역사 인물 기념,평일 11:00~19:00휴일 11:00~21:00,11,19,낮 중심,"운영시간 11:00~19:00 (총 8시간, 낮 7h, 밤 1h) → 낮 중심","봄,가을","낮,밤"
나라꽃 무궁화 대축제,꽃 축제,08.14~08.16 : 10:00~21:0008.17 : 10:00~18:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영","여름,가을","낮,밤"
나오라쇼,불꽃/빛 축제,20:30~21:10,20,21,밤 중심,"운영시간 20:00~21:00 (총 1시간, 낮 0h, 밤 3h) → 밤 중심","봄,가을,여름",밤
낙원 생활문화축제,시민 참여,13:00~21:00,13,21,낮 중심,"운영시간 13:00~21:00 (총 8시간, 낮 5h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
난설헌문화제,역사 인물 기념,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
난타,무용/퍼포먼스,nan,,,정보 없음,정보 부족,"봄,가을","낮,밤"
난타-제주,무용/퍼포먼스,nan,,,정보 없음,정보 부족,"봄,여름,가을,제주 자연","낮,밤"
남구청년예술제,복합 문화 예술,19:30~21:00,19,21,밤 중심,"운영시간 19:00~21:00 (총 2시간, 낮 0h, 밤 3h) → 밤 중심","봄,가을",밤
남도국제미식산업박람회,음식/요리 축제,평일 11:00~18:00주말 및 공휴일 10:00~19:00,11,18,낮 중심,"운영시간 11:00~18:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
남도달밤야시장,야시장/플리마켓,"11월 09일 , 11월 16일 17:00~22:00",17,22,밤 중심,"운영시간 17:00~22:00 (총 5시간, 낮 1h, 밤 4h) → 밤 중심","봄,여름,가을","낮,밤"
남도영화제 시즌2 광양,영화/영상 축제,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영",가을,"낮,밤"
남동 빛의 거리,불꽃/빛 축제,18:00 ~ 24:00(조명점등시간),18,24,밤 중심,"운영시간 18:00~0:00 (총 6시간, 낮 0h, 밤 6h) → 밤 중심","가을,겨울","밤,심야"
남부면 수국축제,꽃 축제,10:00 ~ 18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",여름,낮
남산봉수의식 등 전통문화행사,전통 의례/행사,11:00~12:00 / 15:00~15:40 ※ 매주 월요일 휴무※ 자세한 일정은 홈페이지 참조,11,12,낮 중심,"운영시간 11:00~12:00 (총 1시간, 낮 1h, 밤 0h) → 낮 중심","봄,가을",낮
남양주 어린이 축제,시민 참여,10:00~16:00,10,16,낮 중심,"운영시간 10:00~16:00 (총 6시간, 낮 6h, 밤 0h) → 낮 중심","봄,가을",낮
남원국가유산야행,문화재 야행,18:00~22:00,18,22,밤 중심,"운영시간 18:00~22:00 (총 4시간, 낮 0h, 밤 4h) → 밤 중심","봄,가을",밤
남이섬 벗(友)꽃놀자,꽃 축제,nan,,,정보 없음,정보 부족,봄,낮
남이섬 어쿠스틱 청춘 페스티벌,음악 축제,12:00~20:00,12,20,낮 중심,"운영시간 12:00~20:00 (총 8시간, 낮 6h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
"낭만 아일랜드, 음악과 흐르다",음악 축제,10.11(금) 19:30 10.12(토) 14:00/19:30,,,정보 없음,정보 부족,여름,"낮,밤"
내가 만든 세상 : Humans Shaping Their Worlds,다원 예술,10:00 - 18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
내인생의 한방축제,지역 상권,16:00~22:00,16,22,밤 중심,"운영시간 16:00~22:00 (총 6시간, 낮 2h, 밤 4h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
네이처파크 미라클 크리스마스,불꽃/빛 축제,10 : 00 ~ 18 : 00 (매주 화요일 휴장),,,정보 없음,정보 부족,겨울,"낮,밤"
네이처파크 플라워페스티벌,꽃 축제,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",봄,낮
노원수제맥주축제,맥주/와인 축제,17:00~23:00(일 17:00 ~ 22:00),17,23,밤 중심,"운영시간 17:00~23:00 (총 6시간, 낮 1h, 밤 5h) → 밤 중심",여름,"낮,밤"
논산딸기축제,농산물 축제,10:00~20:00,10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영","봄,야외","낮,밤"
농박여정 農博旅程,자연 학습,10:00~18:00(입장 마감 17:00),10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄, 가을",낮
누들대전페스티벌,음식/요리 축제,16:00~20:00,16,20,낮·밤 혼합,"운영시간 16:00~20:00 (총 4시간, 낮 2h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
뉴키즈 온더 삼락,복합 문화 예술,12:00~19:00,12,19,낮 중심,"운영시간 12:00~19:00 (총 7시간, 낮 6h, 밤 1h) → 낮 중심","봄,가을","낮,밤"
다대포 선셋 영화 축제,영화/영상 축제,13:00~22:00,13,22,낮·밤 혼합,"운영시간 13:00~22:00 (총 9시간, 낮 5h, 밤 4h) → 낮과 밤 모두 운영","여름,해변,석양","낮,밤"
다리안 온(溫) 축제,커뮤니티 행사,10:00 ~ 17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심",겨울,낮
다산정약용문화제,역사 인물 기념,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심",가을,낮
단단단페스티벌,전통 공예/예술,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
단양 소백산 철쭉제,꽃 축제,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영","봄, 산림","낮,밤"
단종문화제,역사 인물 기념,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영",봄,"낮,밤"
달빛가득 부평향교,문화재 야행,17:00~21:00,17,21,밤 중심,"운영시간 17:00~21:00 (총 4시간, 낮 1h, 밤 3h) → 밤 중심","봄,가을","낮,밤"
달성 100대 피아노,음악 축제,19:00~21:00,19,21,밤 중심,"운영시간 19:00~21:00 (총 2시간, 낮 0h, 밤 3h) → 밤 중심","가을, 야외",밤
달천예술창작공간 제4기 입주작가 프리뷰전,미술/조각,10:00 ~ 18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
담양 다미담주 페스티벌 쓰담쓰담 야시장,야시장/플리마켓,16:00~21:00,16,21,밤 중심,"운영시간 16:00~21:00 (총 5시간, 낮 2h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
담양 대나무축제,산/숲 축제,09:00~21:00,9,21,낮 중심,"운영시간 9:00~21:00 (총 12시간, 낮 9h, 밤 3h) → 낮과 밤 모두 운영","푸른 숲, 여름","낮,밤"
대관령눈꽃축제,눈/얼음 축제,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심",겨울,낮
대구 국가유산 야행,문화재 야행,19:00~22:00,19,22,밤 중심,"운영시간 19:00~22:00 (총 3시간, 낮 0h, 밤 4h) → 밤 중심","봄,가을",밤
대구 동구 여름축제 두두썸동,시민 참여,10:00 ~ 22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영",여름,"낮,밤"
대구데이 페스티벌,커뮤니티 행사,14:00~21:00,14,21,낮·밤 혼합,"운영시간 14:00~21:00 (총 7시간, 낮 4h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
대구앞산축제,커뮤니티 행사,13:00 ~ 22:00,13,22,낮·밤 혼합,"운영시간 13:00~22:00 (총 9시간, 낮 5h, 밤 4h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
대구약령시한방문화축제,지역 고유 전통,"11:00~18:00(목, 일), 11:00~19:00(금, 토)",11,18,낮 중심,"운영시간 11:00~18:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
대구치맥페스티벌,음식/요리 축제,18:00 - 23:00,18,23,밤 중심,"운영시간 18:00~23:00 (총 5시간, 낮 0h, 밤 5h) → 밤 중심",여름,밤
대덕물빛축제,불꽃/빛 축제,11:00~22:00,11,22,낮 중심,"운영시간 11:00~22:00 (총 11시간, 낮 7h, 밤 4h) → 낮과 밤 모두 운영","야외, 물가, 봄,가을","낮,밤"
대덕힐링콘서트,음악 축제,17:00~21:00,17,21,밤 중심,"운영시간 17:00~21:00 (총 4시간, 낮 1h, 밤 3h) → 밤 중심","봄,가을",밤
대장경기록문화축제,역사 교육,09:00~21:00,9,21,낮 중심,"운영시간 9:00~21:00 (총 12시간, 낮 9h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
대전 0시 축제,시민 참여,14:00~24:00,14,24,밤 중심,"운영시간 14:00~0:00 (총 10시간, 낮 4h, 밤 6h) → 낮과 밤 모두 운영","여름, 도심","낮,밤,심야"
대전 특수영상영화제,영화/영상 축제,16:00~22:00,16,22,밤 중심,"운영시간 16:00~22:00 (총 6시간, 낮 2h, 밤 4h) → 낮과 밤 모두 운영",가을,"낮,밤"
대전ART마임페스티벌,무용/퍼포먼스,2025.09.19(금) 19:30~21:30/2025.09.20(토) 15:00~16:00,19,21,밤 중심,"운영시간 19:00~21:00 (총 2시간, 낮 0h, 밤 3h) → 밤 중심","봄,가을",밤
대전무악연희축제,전통 공예/예술,19:00~20:30,19,20,밤 중심,"운영시간 19:00~20:00 (총 1시간, 낮 0h, 밤 2h) → 밤 중심","봄,가을",밤
대전시립연정국악단 토요국악,음악 축제,nan,,,정보 없음,정보 부족,사계절,"낮,밤"
대전시민천문대 별축제,별/천문 축제,"10:00~21:00(과학체험부스10:00~19:00 / 별음악회, 시낭송: 19:00~21:00)",10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영",가을,"낮,밤"
대전한우숯불구이축제,농산물 축제,11:00~22:00,11,22,낮 중심,"운영시간 11:00~22:00 (총 11시간, 낮 7h, 밤 4h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
대전효문화뿌리축제,전통 의례/행사,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
대정 동일 해넘이축제,일출/일몰 축제,11:00~19:00,11,19,낮 중심,"운영시간 11:00~19:00 (총 8시간, 낮 7h, 밤 1h) → 낮 중심",겨울,"낮,밤"
대천겨울바다사랑축제,불꽃/빛 축제,16:00~21:00,16,21,밤 중심,"운영시간 16:00~21:00 (총 5시간, 낮 2h, 밤 3h) → 낮과 밤 모두 운영","겨울, 바다","낮,밤"
대청호 벚꽃 축제,꽃 축제,12:00~20:00,12,20,낮 중심,"운영시간 12:00~20:00 (총 8시간, 낮 6h, 밤 2h) → 낮과 밤 모두 운영","봄, 호수","낮,밤"
대한민국 과학기술축제,과학 체험,4.16 (수) 10:00~20:00 / 4.17(목) ~ 4.20(일) 10:00~17:00,10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
대한민국 국제해양레저위크(KIMA WEEK),낚시/해양,15:00~20:00,15,20,낮 중심,"운영시간 15:00~20:00 (총 5시간, 낮 3h, 밤 2h) → 낮과 밤 모두 운영","여름, 바다","낮,밤"
대한민국 김장김치축제,음식/요리 축제,10:00 ~ 18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","가을,겨울",낮
대한민국 상생 K-POP 콘서트 with 춘천 2024세계태권도주니어선수권대회,음악 축제,18:00 ~ 21:10 (약 160분 이상),18,21,밤 중심,"운영시간 18:00~21:00 (총 3시간, 낮 0h, 밤 3h) → 밤 중심",여름,밤
대한민국 우리술 대축제,전통주 축제,13:00~20:00,13,20,낮 중심,"운영시간 13:00~20:00 (총 7시간, 낮 5h, 밤 2h) → 낮과 밤 모두 운영",가을,"낮,밤"
대한민국 조아용 페스티벌,캐릭터/애니메이션,09.27 10:00~21:0009.28 10:00~17:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
대한민국 펫캉스,커뮤니티 행사,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",여름,낮
